,Symbol,LTP,% Change,Open,High,Low,Qty.
519,RBCL,"17,900.00",4.07,"18,409.00","17,500.00","17,544.00","3,324"
520,RBCLPO,"13,000.00",3.32,"13,500.00","12,829.00","12,829.00","2,232"
521,RFPL,"1,050.00",-3.49,"1,066.30",985.00,"1,066.30","137,728"
522,RHGCL,511.00,1.79,522.00,488.10,500.00,"54,007"
523,RHPL,481.50,0.35,527.00,471.00,471.00,"413,420"
524,RIDI,242.00,-1.43,247.50,240.00,245.00,"114,892"
525,RLFL,654.00,-3.13,680.00,652.00,671.00,"80,321"
526,RMF1,9.47,0.74,9.47,9.10,9.22,"11,150"
527,RMF2,9.68,-0.21,9.68,9.66,9.66,450
528,RNLI,521.00,-0.38,526.50,518.00,518.00,"54,710"
529,RSDC,735.00,0.68,741.00,725.00,730.00,"10,136"
530,RURU,740.00,-0.67,758.00,731.00,745.00,"10,388"
531,SADBL,447.30,-1.04,461.00,445.00,459.90,"133,406"
532,SAEF,11.24,-0.27,11.39,11.24,11.39,"398,455"
533,SAGF,10.00,0,10.00,10.00,10.00,"1,700"
534,SAHAS,501.00,-2.34,514.00,500.10,508.10,"102,587"
535,SALICO,729.00,1.25,748.00,719.00,734.40,"14,339"
536,SAMAJ,"3,406.00",-3.27,"3,500.00","3,391.00","3,451.00","1,107"
537,SANIMA,313.80,-0.85,317.00,310.20,310.20,"99,424"
538,SAPDBL,"1,069.90",-0.94,"1,105.00","1,060.00","1,097.00","69,950"
539,SARBTM,750.90,-2.86,788.00,750.90,788.00,"39,248"
540,SBCF,9.59,-0.1,9.70,9.41,9.41,"10,350"
541,SBD87,"1,035.00",-0.32,"1,035.00","1,026.50","1,026.50",35
542,SBI,460.50,-0.54,470.90,458.70,470.90,"42,783"
543,SBIBD86,"1,085.00",-3.12,"1,101.00","1,085.00","1,101.00",100
544,SBL,320.00,-1.23,323.90,317.00,323.90,"46,163"
545,SBLD2082,"1,080.00",0.28,"1,080.00","1,076.00","1,076.20",950
546,SBLD84,"1,032.20",-1.13,"1,032.20","1,032.20","1,032.20",10
547,SCB,650.50,-1.44,658.90,650.00,654.00,"34,860"
548,SCBD,"1,120.00",0.09,"1,120.00","1,120.00","1,120.00",15
549,SEF,9.87,-0.9,9.87,9.78,9.80,"5,800"
550,SFCL,740.00,-2.52,774.20,737.20,774.20,"77,447"
551,SFEF,9.40,-1.26,9.40,9.37,9.37,400
552,SFMF,10.39,-1.42,10.39,10.38,10.38,"1,600"
553,SGHC,465.00,-2.11,477.00,462.20,477.00,"52,924"
554,SGIC,701.00,-1.54,713.00,700.00,707.10,"63,236"
555,SHEL,257.10,-2.58,264.00,257.00,263.00,"177,529"
556,SHINE,468.90,-2.31,480.00,468.20,472.00,"61,479"
557,SHIVM,569.00,-0.7,580.00,565.00,573.20,"92,347"
558,SHL,505.10,-3.29,520.90,494.90,516.00,"68,151"
559,SHLB,"2,490.00",-0.36,"2,520.00","2,450.10","2,509.00","2,816"
560,SHPC,552.00,-2.97,580.00,550.00,557.60,"158,111"
561,SICL,819.80,-2.29,838.00,818.00,834.00,"14,409"
562,SIFC,651.00,-2.3,671.00,650.10,660.00,"48,652"
563,SIGS2,9.83,-1.5,10.00,9.79,9.79,"11,400"
564,SIGS3,10.04,2.45,10.07,9.71,9.71,"66,500"
565,SIKLES,798.90,-2.1,815.00,785.00,815.00,"16,336"
566,SINDU,970.00,-1.02,995.00,965.00,966.00,"37,559"
567,SJCL,377.50,0.13,380.30,369.60,369.60,"53,276"
568,SJLIC,509.00,0.59,516.10,506.40,516.10,"128,705"
569,SKBBL,933.20,-1.14,945.00,932.30,935.60,"11,486"
570,SLBBL,979.00,0.94,979.00,959.00,959.00,"12,862"
571,SLBSL,"1,905.00",5.83,"1,908.00","1,690.00","1,764.00","10,178"
572,SLCF,9.85,0.41,9.90,9.78,9.79,"24,410"
573,SMATA,884.00,-0.67,891.00,876.10,890.00,"3,233"
574,SMB,"2,850.00",-8.37,"3,048.20","2,805.10","3,048.20","4,467"
575,SMFBS,"2,205.00",-4.93,"2,386.00","2,205.00","2,295.00","17,708"
576,SMH,"1,084.00",-0.27,"1,119.00","1,065.20","1,108.00","2,610"
577,SMHL,"1,149.00",9.95,"1,149.00","1,027.00","1,065.90","53,891"
578,SMJC,558.90,-0.9,570.20,553.00,564.00,"23,301"
579,SMPDA,"1,032.00",-3.55,"1,091.00","1,025.00","1,048.60","21,633"
580,SNLI,660.00,-0.47,676.30,655.20,676.30,"73,333"
581,SONA,466.00,-1.56,482.00,466.00,482.00,"40,102"
582,SPC,537.10,-2.88,557.00,535.00,552.90,"38,565"
583,SPDL,326.00,-1.95,338.00,323.40,338.00,"175,429"
584,SPHL,791.00,1.93,791.00,770.00,787.90,"8,552"
585,SPIL,849.00,-1.27,877.00,835.00,864.00,"19,408"
586,SPL,990.00,1.02,999.60,963.00,999.60,"14,117"
587,SRLI,441.80,-0.7,449.80,439.00,444.00,"42,365"
588,SSHL,253.60,1.48,260.00,245.00,245.00,"364,502"
589,STC,"5,923.00",-1.28,"6,030.00","5,801.10","6,000.00","4,077"
590,SWBBL,899.90,-1.11,900.00,885.00,895.00,"6,478"
591,SWMF,807.00,-0.86,819.70,802.40,819.70,"2,810"
592,TAMOR,566.50,5.49,582.00,533.00,538.00,"241,571"
593,TPC,563.50,-1.14,580.00,559.70,580.00,"57,740"
594,TRH,"1,170.00",-6.1,"1,228.00","1,147.60","1,221.10","33,780"
595,TSHL,905.00,0.44,930.00,893.00,893.00,"15,559"
596,TVCL,512.00,-2.1,530.00,508.90,530.00,"25,956"
597,UAIL,658.00,-1.33,668.00,655.00,666.00,"14,479"
598,UHEWA,745.00,-2.42,760.00,727.00,750.00,"29,851"
599,ULBSL,"3,137.00",-1.08,"3,200.00","3,115.00","3,115.00","2,609"
600,ULHC,493.00,-3.33,515.00,491.00,510.00,"77,409"
601,UMHL,343.50,-3.24,362.00,343.00,355.00,"118,567"
602,UMRH,669.00,-0.59,683.00,660.10,673.00,"144,049"
603,UNHPL,302.50,-2.1,312.30,299.00,308.00,"78,478"
604,UNL,"46,167.00",-1.35,"46,500.00","46,165.00","46,500.00",60
605,UNLB,"2,502.10",-0.91,"2,570.00","2,491.20","2,526.00","3,589"
606,UPCL,296.10,-2.6,308.00,296.10,307.00,"192,414"
607,UPPER,215.60,-0.74,222.00,214.00,221.50,"234,261"
608,USHEC,607.00,-1.62,630.00,604.00,629.00,"32,239"
609,USHL,775.00,-1.15,784.90,770.00,770.00,"8,976"
610,USLB,"1,580.00",-2.17,"1,640.00","1,580.00","1,611.00","3,254"
611,VLBS,890.00,-1.11,918.00,885.00,900.00,"3,644"
612,VLUCL,697.00,2.5,721.00,680.00,680.00,"141,337"
613,WNLB,"2,669.00",1.87,"2,708.00","2,581.10","2,581.10","4,723"
614,ACLBSL,"1,103.10",-1.86,"1,138.90","1,101.20","1,115.00","2,414"
615,ADBL,349.00,-0.85,352.10,348.00,350.20,"35,035"
616,AHL,741.00,-4.39,777.00,740.30,762.10,"10,166"
617,AHPC,271.00,-1.53,280.00,269.70,269.70,"194,304"
618,AKJCL,217.00,-3.04,227.00,216.00,219.50,"487,617"
619,AKPL,257.00,0,257.50,250.80,253.30,"156,701"
620,ALBSL,867.00,-0.9,876.00,855.00,861.00,"5,031"
621,ALICL,748.00,-1.7,761.90,745.40,747.00,"30,084"
622,ANLB,"5,090.00",1.45,"5,100.00","4,857.90","5,017.10","3,643"
623,API,279.00,-1.41,285.00,278.40,280.10,"196,864"
624,AVYAN,"1,138.00",3.45,"1,180.00","1,080.10","1,122.00","46,319"
625,BARUN,439.00,-2.01,453.00,435.20,452.00,"103,154"
626,BBC,"6,630.00",4.05,"6,899.00","6,160.00","6,372.00","7,545"
627,BEDC,580.00,0.89,596.70,566.00,566.00,"47,867"
628,BFC,773.60,-2.08,805.00,773.50,805.00,"161,862"
629,BGWT,995.00,-2.26,"1,020.00",980.00,"1,020.00","5,168"
630,BHDC,649.00,-3.13,672.00,649.00,659.00,"15,524"
631,BHL,374.50,-3.45,389.00,373.40,389.00,"13,011"
632,BHPL,786.00,-2.84,829.80,785.00,800.00,"11,794"
633,BNHC,515.10,-0.56,520.50,515.00,516.00,"17,113"
634,BNL,"16,370.00",-1.39,"16,700.00","16,370.00","16,700.00",32
635,BNT,"14,250.00",0,"14,535.00","14,250.00","14,250.20",184
636,BOKD86,"1,024.00",-1.06,"1,024.00","1,024.00","1,024.00",25
637,BPCL,442.50,-0.78,453.80,440.20,453.50,"21,713"
638,C30MF,9.60,-0.31,9.60,9.44,9.44,"21,100"
639,CBBL,950.00,-0.63,956.00,946.00,956.00,"19,791"
640,CBLD88,"1,111.00",0,"1,111.00","1,111.00","1,111.00",50
641,CCBD88,"1,122.00",-3.48,"1,140.00","1,118.00","1,140.00",100
642,CFCL,669.00,-3.04,703.80,665.00,703.80,"67,078"
643,CGH,935.30,-1.86,965.00,935.00,955.00,"36,805"
644,CHCL,572.60,-1.94,582.00,572.00,578.00,"36,194"
645,CHDC,"1,710.00",1.48,"1,727.00","1,690.00","1,698.00","71,500"
646,CHL,411.00,-2.61,426.00,411.00,414.00,"49,810"
647,CIT,"2,199.00",-0.14,"2,206.00","2,125.00","2,200.00","13,699"
648,CITY,921.00,-2.85,952.80,920.10,935.00,"15,208"
649,CIZBD90,"1,150.00",0.88,"1,150.00","1,144.90","1,144.90",125
650,CKHL,701.00,-1.83,714.00,695.00,712.00,"6,157"
651,CLI,706.20,-1.92,725.00,705.00,720.00,"79,482"
652,CMF1,10.73,-0.65,10.93,10.72,10.93,"6,600"
653,CMF2,9.47,-1.46,9.47,9.47,9.47,600
654,CORBL,"1,699.30",-0.04,"1,720.00","1,637.00","1,670.00","8,137"
655,CYCL,"1,693.00",-0.99,"1,744.20","1,670.90","1,744.20","6,583"
656,CZBIL,223.70,-0.13,226.00,222.20,226.00,"32,968"
657,DDBL,875.00,-2.23,900.00,871.00,890.00,"7,543"
658,DHPL,337.00,2.12,350.00,311.30,324.00,"151,343"
659,DLBS,"1,655.50",-1.46,"1,684.00","1,650.10","1,670.00","4,556"
660,DOLTI,604.00,-3.51,630.40,603.00,620.00,"40,069"
661,DORDI,546.70,4.71,561.00,512.20,512.20,"138,479"
662,EBL,594.00,-2.14,601.00,591.00,601.00,"42,910"
663,EBLD86,"1,047.50",2.1,"1,047.50","1,027.00","1,030.00",225
664,EDBL,699.00,0.65,716.00,693.00,694.70,"124,995"
665,EHPL,752.50,-1.88,774.80,752.00,774.00,"7,447"
666,ENL,"1,230.00",-2.23,"1,279.00","1,225.00","1,236.10","4,357"
667,FMDBL,797.00,-0.87,813.00,789.10,789.10,"67,675"
668,FOWAD,"1,339.00",-1.19,"1,345.00","1,305.50","1,340.00","4,228"
669,GBBD85,"1,032.30",0.13,"1,032.30","1,032.10","1,032.10",40
670,GBBL,446.00,-0.67,454.90,445.10,454.90,"44,952"
671,GBIME,225.80,-1.05,230.00,225.40,228.30,"137,659"
672,GBLBS,800.10,-1.54,828.80,800.10,828.80,"7,986"
673,GCIL,477.00,-1.24,487.00,476.00,481.00,"23,753"
674,GFCL,867.00,-3.77,919.00,852.00,919.00,"77,078"
675,GHL,225.00,-2.3,234.80,224.00,234.80,"118,793"
676,GIBF1,10.23,-0.2,10.27,10.21,10.21,"54,070"
677,GILB,"1,291.00",-1.22,"1,324.90","1,285.00","1,324.90","1,357"
